lastName,firstName,middleName,series,number,birthDate,birthPlace,subdivisionCode,issuedDate,issuingAuthority
Галкина,Майя,Робертовна,32 45,543015,05.10.2001,г. Яхрома,053-791,28.10.2021,Управление внутренних дел по Томской области в г. Томск
Емельянов,Моисей,Ефремович,51 39,462194,05.03.1988,г. Каргополь,502-639,04.04.2008,Паспортный стол ОВД по Республике Крым в г. Евпатория
Панова,Александра,Афанасьевна,89 32,886476,28.05.1965,г. Тикси,393-554,18.07.2010,Паспортно-визовая служба ОВД по Смоленской области
Смирнова,София,Викторовна,24 72,227519,16.07.1978,г. Уэлен,791-294,28.08.2023,Отдел по вопросам миграции ОМВД России по Еврейской автономной области
Кошелева,Юлия,Ильинична,05 65,501596,22.09.1977,г. Терней,491-541,17.11.2022,Территориальный отдел МВД России по Красноярскому краю
Рыбаков,Нифонт,Ильич,79 57,136601,30.12.1993,г. Ялуторовск,631-388,08.02.2014,Управление по вопросам миграции МВД России по Еврейской автономной области
Кузнецова,Валерия,Кирилловна,75 78,854831,21.05.1994,г. Усть-Катав,363-872,31.05.2014,Управление МВД России по г. Рязань по Промышленному району
Марков,Рюрик,Зиновьевич,92 96,963501,17.12.1997,г. Эльбрус,972-753,28.01.2018,Отделение УФМС России по Ханты-Мансийскому автономному округу — Югре в г. Нефтеюганск
Родионова,Евгения,Николаевна,29 62,224211,11.09.1980,г. Махачкала,063-328,19.10.2025,Отдел по вопросам миграции МВД России по Республике Алтай
Терентьев,Прокл,Федосеевич,24 73,646706,20.04.1993,г. Мокшан,163-071,19.05.2013,Главное управление МВД России по Республике Адыгея в г. Майкоп
Ефимов,Филипп,Артёмович,25 34,653354,16.11.1963,г. Новомосковск,862-638,26.12.2008,Отдел УФМС России по Красноярскому краю
Макаров,Юлиан,Глебович,48 94,007555,25.10.1991,г. Ачхой Мартан,232-461,17.12.2011,Отдел по вопросам миграции МВД России по Ханты-Мансийскому автономному округу — Югре
Рыбакова,Евгения,Афанасьевна,12 85,611333,05.12.1997,г. Анапа,602-219,24.01.2018,Отдел по вопросам миграции МВД России по Курской области в г. Железногорск
Казаков,Андрон,Теймуразович,75 84,233689,28.09.1961,г. Кабанск,412-427,09.10.2006,Отдел по вопросам миграции ОМВД России по Магаданской области
Кудряшова,Кира,Артемовна,69 94,310418,23.06.1964,г. Нурлат,991-606,18.08.2009,Управление МВД России по Республике Тыва в г. Кызыл
Ситникова,Фаина,Алексеевна,99 82,377010,24.07.2007,г. Онега,822-408,05.09.2021,Межрайонный отдел УФМС России по Курганской области
Веселова,Евпраксия,Егоровна,56 90,534502,08.10.2006,г. Макушино,931-235,03.12.2020,Управление МВД России по Красноярскому краю в г. Норильск
Королева,Эмилия,Харитоновна,41 49,814256,14.01.1968,г. Сальск,831-245,05.02.2013,Отдел полиции УМВД России по Курской области
